id,title,avgvote,releaseyear,tagline
13339,Three O'Clock High,6.400000,1987,"Jerry Mitchell just bumped into Buddy Revell. Now Jerry isn't thinking about math or english. Because at three o'clock, he's history."
13342,Fast Times at Ridgemont High,7.100000,1982,"Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?"
13345,A Chinese Odyssey Part One: Pandora's Box,8.100000,1994,
133469,The Dream Team,4.900000,2012,
13348,Helvetica,7.400000,2007,
13353,"It's the Great Pumpkin, Charlie Brown",8.700000,1966,Every year he rises from the pumpkin patch...
13363,The Man from Earth,7.800000,2007,From one of the acclaimed writers of Star Trek and The Twilight Zone comes a story that transcends both time and space...
13368,White Christmas,6.700000,1954,"Joyous entertainment for every season, any year!!!!"
133694,Promised Land,5.600000,2012,What's your price?
133698,Fly Me to the Moon,6.000000,2012,
13370,A Mighty Wind,6.000000,2003,"Back together for the first time, again."
13373,Millions,6.900000,2004,Can anyone be truly good?
13374,Ice Princess,5.400000,2005,
13377,How the Grinch Stole Christmas!,7.000000,1966,"You're a mean one, Mr. Grinch"
133790,Clear History,6.600000,2013,"A story of wealth, fame, power... and this guy."
133805,Carrie,6.400000,2013,Know her name. Fear her power.
13382,"Rudolph, the Red-Nosed Reindeer",7.200000,1964,You might even say it glows!
13387,Transporter 3,6.000000,2008,"This time, the rules are the same. Except one."
13389,Righteous Kill,6.300000,2008,Most people respect the badge. Everybody respects the gun.
13391,Vexille,8.100000,2007,The dark secret of future Tokyo!
133931,Zambezia,5.700000,2012,Airborne to be wild.
13394,Shrek the Halls,5.800000,2007,
13396,The Snowman,8.100000,1982,
13398,Tokyo Godfathers,8.000000,2003,Meet the ultimate dysfunctional family.
13401,The Accidental Husband,5.600000,2008,
13403,Hedwig and the Angry Inch,7.500000,2001,
13413,BURN·E,8.200000,2008,
13416,Friday Night Lights,7.800000,2004,Hope comes alive on Friday nights.
13417,Kronk's New Groove,6.300000,2005,
13435,Antwone Fisher,6.600000,2002,Antwone Fisher is at war... with himself.
134366,Grave Encounters 2,5.700000,2012,Fear is just a word. Reality is much worse.
134371,Atlas Shrugged Part II,6.300000,2012,Who is John Galt?
134374,Pain & Gain,6.400000,2013,Their American Dream Is Bigger Than Yours
134411,Snitch,5.700000,2013,How far would you go to save your son?
13446,Withnail & I,8.400000,1987,"If you don't remember the sixties, don't worry - neither did they."
13448,Angels & Demons,6.000000,2009,The holiest event of our time. Perfect for their return.
13455,Push,5.800000,2009,One push can change everything.
134597,The Collection,6.000000,2012,Every great collector has a vision.
13460,Doomsday,6.000000,2008,Mankind has an expiration date.
13465,The Adventures of Ichabod and Mr. Toad,6.400000,1949,Two Tall Tales by the world's top story-tellers in one hilarious All-Cartoon Feature!
13466,October Sky,7.100000,1999,Sometimes one dream is enough to light up the whole sky.
13474,P2,6.900000,2007,
13475,Star Trek,7.300000,2009,The future begins
13476,Win a Date with Tad Hamilton!,4.600000,2004,"In every love story, there's only room for one leading man."
13477,When in Rome,5.500000,2010,Did you ever wish for the impossible?
13483,Awake,6.100000,2007,"Every year, one in 700 people wake up during surgery."
13486,The Scorpion King: Rise of a Warrior,4.700000,2008,See how the legend of The Scorpion King began!
13490,Welcome Home Roscoe Jenkins,6.600000,2008,"Roscoe Jenkins aims for the heartstrings and funny bones, a raucous helping of family soul food."
13491,Arn: The Knight Templar,6.800000,2007,
13492,Frontier(s),6.400000,2007,What are your boundaries...
13493,College Road Trip,5.600000,2008,
13496,American Outlaws,6.500000,2001,
13497,Drumline,5.800000,2002,Half time is game time
13498,Man of the House,5.800000,2005,Protecting witnesses is a challenge. Living with them is impossible.
13499,"Yours, Mine and Ours",5.900000,2005,
134,"O Brother, Where Art Thou?",7.000000,2000,They have a plan...but not a clue.
13505,The Perfect Score,5.700000,2004,The S.A.T is hard to take. It's even harder to steal.
13506,Admiral,7.500000,2008,The Highest Command
13509,The Monster Squad,7.000000,1987,You know who to call when you have ghosts but who do you call when you have monsters?
13510,Eden Lake,7.400000,2008,"A weekend by the lake, with views to die for."
13515,Mirrors,5.800000,2008,There is evil...On the other side.
13519,The Stand,7.500000,1994,The end of the world is just the beginning.
13523,Sex Drive,6.400000,2008,He's leaving virgin territory
13531,Empire Records,7.500000,1995,
13532,Fanboys,6.300000,2009,Never tell them the odds.
135397,Jurassic World,6.700000,2015,
13539,Here On Earth,7.200000,2000,
13541,The Colour of Magic,7.400000,2008,
13550,The Changeling,7.100000,1980,...an experience beyond total fear.
13554,Eight Men Out,7.400000,1988,"When the cheering stopped, there were... Eight Men Out."
135647,The Details,5.800000,2012,Doing the right thing has never gone so wrong.
13567,Sleepaway Camp,5.800000,1983,...you won't be coming home!
13570,Tourist Trap,8.000000,1979,Every year young people disappear
13572,Twisted,6.000000,2004,An elusive killer. A brilliant detective. Maybe one and the same
13576,Michael Jackson's: This Is It,6.300000,2009,Like You've Never Seen Him Before
13595,Airheads,5.900000,1994,The amps are on but nobody's home.
13596,My Best Friend's Girl,5.700000,2008,It's funny what love can make you do...
13597,Labyrinth,6.700000,1986,Where everything seems possible and nothing is what it seems.
1359,American Psycho,6.700000,2000,I think my mask of sanity is about to slip.
13600,City of Ember,6.300000,2008,Escape is the only option
1360,Frida,7.000000,2002,Prepare to be seduced
13612,Cheech & Chong's Next Movie,6.800000,1980,Just what we all need! A really good hit!
13613,Day of the Dead,5.500000,2008,D-Day Is Coming.
1362,The Hobbit,5.900000,1977,
13633,Bad Boys,6.100000,1983,There's Only One Person Left Who Believes Mick O'Brien Can Make It... Mick O'Brien.
13635,Mesrine: Killer Instinct,8.000000,2008,
136400,2 Guns,6.800000,2013,"2 Guns, 1 Bank."
136403,Populaire,6.900000,2012,
13640,Superman: Doomsday,6.700000,2007,Where were you the day Superman died?
136418,Hummingbird,5.800000,2013,All roads don't lead to salvation.
13641,The Air I Breathe,6.300000,2007,"The question is not whether we will die, but how we will live."
13648,Resident Evil: Degeneration,6.300000,2008,
13649,High School Musical 2,5.400000,2007,
1364,Sex and Lucia,7.600000,2001,
13652,Ca$h,6.400000,2008,
13654,101 Dalmatians II: Patch's London Adventure,5.600000,2003,
13655,Camp Rock,5.400000,2008,
1365,Monster's Ball,6.700000,2001,A lifetime of change can happen in a single moment.
13667,Better Off Dead...,7.600000,1985,I've been going to this high school for seven and a half years... I'm no dummy.
13668,Catch And Release,6.000000,2006,Life is messy. Love is messier
1366,Rocky,6.900000,1976,His whole life was a million-to-one shot.
13672,JCVD,6.500000,2008,The Biggest Fight of His Life!
13673,Christmas with the Kranks,5.500000,2004,No! Ho! Ho!
13676,The Little Mermaid: Ariel's Beginning,6.800000,2008,"Every Tale Has A Beginning, But Only One Begins Under The Sea"
136795,The Heat,6.700000,2013,Action's never been so hot!
136797,Need for Speed,6.600000,2014,
1367,Rocky II,6.500000,1979,Once he fought for a dream. Now he's fighting for love!
13680,The Game Plan,5.800000,2007,"Half his size, twice the trouble ... and she's moving in."
13682,Pooh's Heffalump Movie,5.600000,2005,There's something new in the Hundred Acre Wood.
13683,Tarzan & Jane,5.700000,2002,
13685,Bottle Rocket,6.600000,1996,"They're not really criminals, but everyone's got to have a dream."
13688,CJ7,6.200000,2008,It's out of this world.
13689,Peaceful Warrior,8.200000,2006,
1368,First Blood,6.700000,1982,This time he's fighting for his life.
13690,Open Season 2,5.600000,2008,This time it's pets against wilds. Wiener takes all!
136911,The Factory,6.000000,2012,Based on Actual Events
13691,Piglet's Big Movie,5.700000,2003,A tale you'll never forget.
1369,Rambo: First Blood Part II,6.100000,1985,"What most people call hell, he calls home."
136,Freaks,7.800000,1932,"The love story of a SIREN, a GIANT, and a DWARF!"
13700,Home on the Range,5.600000,2004,Bust a Moo.
13701,Immortal Beloved,6.600000,1994,
13702,A Dirty Shame,5.700000,2004,Threatening the very limits of common decency.
13704,License to Drive,7.500000,1988,Some guys get all the brakes!
137093,Last Vegas,6.900000,2013,It's going to be legendary
137094,Jack Ryan: Shadow Recruit,6.100000,2014,Trust no one.
1370,Rambo III,5.800000,1988,The first was for himself. The second for his country. This time it's to save his friend.
137106,The Lego Movie,7.800000,2014,Assembling in 2014
137113,Edge of Tomorrow,7.800000,2014,"Live, Die, Repeat"
137182,The Broken Circle Breakdown,7.500000,2012,
1371,Rocky III,6.400000,1982,"His life is happy, his fights have seemed easy. Now a young upstart is going to make him prove just how far he can still go..."
1372,Blood Diamond,6.900000,2006,It Will Cost You Everything
137321,Winter's Tale,6.500000,2014,This is not a true story. This is true love.
137409,Cold War,6.500000,2012,Asia's safest city is about to be tested.
13741,Seuls Two,5.500000,2008,
13742,Sheitan,5.100000,2006,Christmas Eve...
1374,Rocky IV,6.500000,1985,He's facing the ultimate challenge. And fighting for his life.
13751,Akeelah and the Bee,6.600000,2006,Changing the world... one word at a time.
13752,Max Manus: Man of War,7.900000,2008,
13754,Tekkonkinkreet,8.000000,2006,
137563,A Band Called Death,7.200000,2013,"This Band was Punk, before Punk was Punk"
1375,Rocky V,5.600000,1990,Go for it!
13761,Pocahontas II: Journey to a New World,5.400000,1998,
13767,The Santa Clause 3: The Escape Clause,5.400000,2006,His time at the North Pole is about to go South.
13768,Tuck Everlasting,6.700000,2002,"If you could choose to live forever, would you?"
13785,Best in Show,6.600000,2000,Some pets deserve a little more respect than others.
13788,The Unborn,5.200000,2009,Evil will do anything to live.
1378,Shortbus,6.200000,2006,
137968,Drift,5.700000,2013,Two Brothers. One Dream. No Rules.
137,Groundhog Day,6.900000,1993,"He's having the worst day of his life... over, and over..."
13804,Fast & Furious,6.300000,2009,New Model. Original Parts.
13805,Disaster Movie,3.800000,2008,Your favorite movies are going to be destroyed.
13809,RockNRolla,6.700000,2008,"A story of sex, thugs and rock 'n roll."
138103,The Expendables 3,6.800000,2014,New team. New attitude. New mission.
13811,Knowing,5.800000,2009,Knowing is everything...
13812,Quarantine,5.500000,2008,Contain The Truth.
13813,Defiance,6.700000,2008,Freedom begins with an act of defiance!
1381,The Fountain,6.900000,2006,Death is the road to awe
13820,Repo Man,8.000000,1984,It’s 4 a.m. Do you know where your car is?
138222,Best Man Down,6.200000,2012,
13824,Superstar,4.600000,1999,Dare to dream.
13825,The Lazarus Project,7.000000,2008,Cheating death is only the beginning
1382,Me and You and Everyone We Know,7.100000,2005,
13836,Race to Witch Mountain,5.600000,2009,The race is on
138372,Bad Kids Go to Hell,4.000000,2012,Daddy's money can't save them now.
138376,The Truth,5.600000,2012,Escape the jungle. Expose the truth.
13850,Song of the South,6.200000,1946,
13851,Batman: Gotham Knight,6.800000,2008,Get Ready... to Rage Against Evil.
13852,The Castle,8.500000,1997,Ordinary Family. Extraordinary Story.
13855,The Chaser,7.500000,2008,
138686,The Marathon,7.100000,2012,You never walk alone
138697,Don Jon,6.200000,2013,Everyone loves a happy ending.
138832,We're the Millers,7.000000,2013,-If anyone asks.
138843,The Conjuring,7.300000,2013,
13885,Sweeney Todd: The Demon Barber of Fleet Street,6.800000,2007,Never Forget. Never Forgive.
13888,Return to the Blue Lagoon,4.700000,1991,"Return to the Romance, Return to the Adventure..."
1389,Out of Sight,6.800000,1998,Opposites attract.
138,Dracula,7.200000,1931,The story of the strangest passion the world has ever known!
139038,A Haunted House,5.600000,2013,This $*%! ain't paranormal.
13908,The Master of Disguise,4.600000,2002,He can get into any disguise... getting out is another story.
13909,She Wore a Yellow Ribbon,8.400000,1949,"John Ford's New and Finest Picture of the Fighting Cavalry! The second installment of John Ford's Cavalry Trilogy."
1391,Y tu mamá también,7.100000,2001,Life has its ways of teaching. Life has its ways to confuse us. Life has its ways to move us. Life has its ways to amaze. Life has its ways to hurt us. Life has its ways to heal. Life has its ways to inspire.
13920,Radio,6.900000,2003,His courage made them champions.
13922,The Great Raid,6.800000,2005,"Two proud races, brothers-in-arms... A daring mission that will earn them the respect and admiration of the entire world."
13929,Geri's Game,8.100000,1997,
13930,For the Birds,7.900000,2000,
13931,Mike's New Car,7.300000,2002,
13932,Jack-Jack Attack,7.400000,2005,
13934,Mater and the Ghostlight,7.400000,2006,
13939,Death Wish,7.700000,1974,"Vigilante, city style -- Judge, Jury, and Executioner"
13944,Passengers,5.900000,2008,The line between this world and the next is about to be crossed
139455,Silent Night,4.600000,2012,
139519,Magic Magic,5.400000,2013,Beware of the Unseen
139567,Fire with Fire,5.900000,2012,Revenge has its own set of rules.
13956,Fly Me to the Moon,4.200000,2008,First ever animated movie created for 3D
13958,The King of Kong: A Fistful of Quarters,8.100000,2007,Don't get chumpatized
13962,Blank Check,5.400000,1994,Quick thinking landed him a million bucks... now everybody's after it!
13964,The Machine Girl,7.000000,2008,It's Payback Time!
139651,Haute Cuisine,7.100000,2012,
13967,Miss Potter,6.000000,2006,The life of Beatrix Potter is the most enchanting tale of all.
13968,Jump In!,4.800000,2007,
13969,First Daughter,4.700000,2004,The girl who always stood out is finally getting the chance to fit in.
13971,Wild Child,6.500000,2008,New Girl. New School. New Rules.
13972,The Women,4.600000,2008,
13973,Choke,6.700000,2008,From the author of Fight Club
13975,In the Electric Mist,6.500000,2009,No One Can Escape the Sins of the Past
13980,Sword of the Stranger,8.800000,2007,
13981,Appleseed Saga: Ex Machina,7.500000,2007,
13989,24: Redemption,7.100000,2008,
1398,Stalker,7.900000,1979,
13990,The Wackness,7.300000,2008,
139933,Kiss of the Damned,4.500000,2012,Her love will never die.
13995,Captain America,6.800000,1990,"Frozen in the ice for decades, Captain America is freed to battle against arch-criminal, The Red Skull."
13997,Black Sheep,7.200000,1996,There's one in every family.
13,Forrest Gump,7.700000,1994,"The world will never be the same, once you've seen it through the eyes of Forrest Gump."
14001,Dead Silence,6.400000,2007,You scream. You die.
14002,Baraka,8.000000,1992,A world beyond words.
14003,Fullmetal Alchemist: Conqueror of Shamballa,7.900000,2005,
